,N_TOPICS,ALPHA,ETA,PERPLEXITY,COHERENCE
961,29,0.5,0.1,8527.6776566168,0.8363481570934426
962,29,0.5,0.2,8490.449042222515,0.9015376701437193
963,29,0.5,0.5,8395.779447974104,0.9378824433376051
964,29,0.5,0.75,8020.839994396787,0.8895520370582056
965,29,0.5,1.0,7411.540665896652,0.9503200409741236
966,29,0.75,0.001,12084.163815254,0.5581462235671693
967,29,0.75,0.01,9599.37157218559,0.6675351151618464
968,29,0.75,0.1,8325.692615189742,0.8322544691891508
969,29,0.75,0.2,8415.281382336012,0.899872380906138
970,29,0.75,0.5,8387.238438543414,0.9346487460465267
971,29,0.75,0.75,7682.858771882303,0.9509674869734664
972,29,0.75,1.0,7428.818379288471,0.9473730044824812
973,29,1.0,0.001,11970.958037636288,0.5944172038600362
974,29,1.0,0.01,9925.83719812435,0.6554935509274744
975,29,1.0,0.1,8606.093183936415,0.8314056834270214
976,29,1.0,0.2,8413.886390416588,0.8954352989278989
977,29,1.0,0.5,8451.653892295075,0.9372576016804267
978,29,1.0,0.75,8027.211623875919,0.8834377595062912
979,29,1.0,1.0,7381.815057829913,0.9496474002969676
980,30,0.001,0.001,11957.08957524162,0.5827619934896939
981,30,0.001,0.01,9625.146702481159,0.685861040254434
982,30,0.001,0.1,8538.582481790776,0.837400654256344
983,30,0.001,0.2,8421.087203320449,0.9014646500349044
984,30,0.001,0.5,8412.19240046501,0.9265651253859202
985,30,0.001,0.75,7622.643546836276,0.9297243601083758
986,30,0.001,1.0,7715.0383507689185,0.8813222332795457
987,30,0.01,0.001,11974.383779331287,0.5717564299081762
988,30,0.01,0.01,9521.659910336379,0.6837533243000506
989,30,0.01,0.1,8483.315505273937,0.8475983512401583
990,30,0.01,0.2,8508.93108595131,0.9061805689334871
991,30,0.01,0.5,8355.805382322933,0.9246779410044353
992,30,0.01,0.75,8003.590311297908,0.8646009103457134
993,30,0.01,1.0,7758.860982961314,0.8616343299547835
994,30,0.1,0.001,12159.836192739327,0.5527743391444286
995,30,0.1,0.01,9545.340070474931,0.6666029311716556
996,30,0.1,0.1,8437.055745572012,0.8449785514672598
997,30,0.1,0.2,8546.025128122865,0.9006395828723905
998,30,0.1,0.5,8385.219631351114,0.9372625370820366
999,30,0.1,0.75,8036.3913643726755,0.8840427120526632
1000,30,0.1,1.0,7428.873782291411,0.9430808810393018
1001,30,0.2,0.001,11905.108044866596,0.5593851789583763
1002,30,0.2,0.01,9659.96489971234,0.6858233811457951
1003,30,0.2,0.1,8331.536880327802,0.8518589337666831
1004,30,0.2,0.2,8449.63317204794,0.904275226195653
1005,30,0.2,0.5,8383.812255811594,0.9289326876401901
1006,30,0.2,0.75,8081.018269088702,0.8761743495861689
1007,30,0.2,1.0,7420.762893505836,0.9522224303086599
1008,30,0.5,0.001,12143.10220716309,0.5739062150319418
1009,30,0.5,0.01,9579.970029945538,0.6787301678458851
1010,30,0.5,0.1,8564.015068856239,0.8464416922132175
1011,30,0.5,0.2,8512.314301903247,0.9013519388437273
1012,30,0.5,0.5,8449.931526815039,0.9390603870153427
1013,30,0.5,0.75,8124.3639807241525,0.8942157612244289
1014,30,0.5,1.0,7412.084578027444,0.9505921016136807
1015,30,0.75,0.001,12178.085566426638,0.5630123424281678
1016,30,0.75,0.01,9726.207426051104,0.6722914298872154
1017,30,0.75,0.1,8666.293863949322,0.8539115697145462
1018,30,0.75,0.2,8530.6224259074,0.9030242476860681
1019,30,0.75,0.5,8475.782137357814,0.939538825949033
1020,30,0.75,0.75,7974.93286259011,0.8679348874092105
1021,30,0.75,1.0,7439.1847641356735,0.9494829960664113
1022,30,1.0,0.001,12500.487361401654,0.5331578144384549
1023,30,1.0,0.01,9691.712339569216,0.671217599908511
1024,30,1.0,0.1,8359.049412815299,0.832911471923192
1025,30,1.0,0.2,8416.275486237499,0.895557261109352
1026,30,1.0,0.5,8431.7306030609,0.9397073048353195
1027,30,1.0,0.75,7629.635441477831,0.9510818626483282
1028,30,1.0,1.0,7417.100562243572,0.9472894350687663
